course_code,course_name,requisites,incompatible,schedule
STAT2013,Introductory Mathematical Statistics for Actuarial Studies,MATH1113;MATH1116;MATH1014;STAT1003;STAT1008,STAT2001;STAT6013,First Semester 2024;Second Semester 2024
