course_code,course_name,requisites,incompatible,schedule
STAT2001,Introductory Mathematical Statistics,STAT1003;STAT1008;MATH1113;MATH1115;MATH1014,STAT2013;STAT6013,First Semester 2024;Second Semester 2024
